,Unnamed: 0,facility,latitude,longitude,altitude,accuracy,kmfl_new,kmfl,nn?,keph_level,county,constituency,sub_county,ward,keph_level_new,Ownership,QQ2,Q2,QQ3,20km_to_level4,10km_to_level4,15km_to_level4,5km_to_level4,7_5km_to_level4,12_5km_to_level4,17_5km_to_level4
5001,5002,Thunguri Dispensary,-0.554523,36.912753,1927.3,3.9,n_22236,n,22236,Level 2,Nyeri,Nyeri South,Nyeri South,Iria-ini,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5002,5003,Kihome Dispensary,-0.522969,36.878622,2072.9,5.7,n_22238,n,22238,Level 2,Nyeri,Nyeri South,Nyeri South,Mahiga,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5003,5004,Ottoman Medical Centre,-1.291823,36.90344,1600.599976,11.742,n_22239,n,22239,Level 2,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5004,5005,Keynan Medical Clinic,0.433651,35.308501,2195.3,6.9,n_22240,n,22240,Level 2,Uasin Gishu,Kesses,Kesses,Cheptiret/Kipchamo,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5005,5006,Nairiri Dispensary,0.382137,35.30295,2147.5,3.86,n_22289,n,22289,Level 2,Uasin Gishu,Kapseret,Kapseret,Ngeria,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5006,5007,Obama Dispensary,-0.873892,34.531846,1450.6,10.816,n_22290,n,22290,Level 2,Migori,Awendo,Awendo,Central Sakwa,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5007,5008,Kibormos Dispensary,0.939116,35.051406,1884.9,2.9,n_22340,n,22340,Level 2,Trans Nzoia,Kiminini,Kiminini,Waitaluk,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5008,5009,Lilyon Nursing Home,1.257845,35.12013,2149.699951,26.799999,n_22377,n,22377,Level 3,West Pokot,Kapenguria,West Pokot,Kapenguria,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
5009,5010,Kawalase Dispensary,3.146688,35.596938,545.2,14.8,n_22409,n,22409,Level 2,Turkana,Turkana Central,Turkana Central,Lodwar Township,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5010,5011,Celipham Medical Clinic,-1.115941,36.646951,2285.0,8.425,n_22442,n,22442,Level 2,Kiambu,Limuru,Limuru,Limuru East,Level 2,Private,rural,Rural,Dispensary,0,0,0,0,0,0,0
5011,5012,Mwangea Dispensary,-3.366797,38.578758,620.4,6.5,n_22464,n,22464,Level 2,Taita Taveta,Voi,Voi,Mbololo,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5012,5013,Biketi Dispensary,1.228543,34.953811,1936.7,2.516,n_22545,n,22545,Level 2,Trans Nzoia,Kwanza,Kwanza,Keiyo,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5013,5014,Kiptuimet Dispensary,1.176277,34.949759,1863.6,4.08,n_22546,n,22546,Level 2,Trans Nzoia,Kwanza,Kwanza,Keiyo,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5014,5015,Marinda Dispensary,1.154589,34.923493,1886.7,2.85,n_22547,n,22547,Level 2,Trans Nzoia,Kwanza,Kwanza,Kapomboi,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5015,5016,Baibariu Dispensary,0.290578,38.050221,994.5,12.575,n_22577,n,22577,Level 2,Meru,Igembe Central,Igembe Central,Athiru Ruujine,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5016,5017,St Claire Medical Clinic (Tin'gan'ga),-1.129113,36.810717,1789.849285,12.209,n_22618,n,22618,Level 2,Kiambu,Kiambu,Kiambu Town,Ting'ang'a,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5017,5018,Chemi Chemi Dispensary,0.910704,34.813263,1973.5,3.375,n_22626,n,22626,Level 2,Trans Nzoia,Saboti,Saboti,Machewa,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5018,5019,Keeyani Dispensary,-0.899002,34.945401,1870.102539,12.864,n_22634,n,22634,Level 2,Kisii,Nyaribari Masaba,Nyaribari Masaba,Gesusu,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5019,5020,Pcea Kimuka Medical Clinic (Kajiado),-1.356231,36.598295,1777.232422,11.256,n_2265,n,2265,Level 2,Kajiado,,,Ewasokedong,Level 2,Faith Based Organization,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5020,5021,Lokorkor Dispensary,2.184664,36.114171,536.4,5.64,n_22663,n,22663,Level 2,Turkana,Turkana East,Turkana East,Katilia,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5021,5022,Elwakana Dispensary,0.284569,34.551948,1339.509521,9.911,n_22670,n,22670,Level 2,Kakamega,Mumias East,Mumias East,Lusheya/Lubinu,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5022,5023,Cieni dispensary,-0.388358,37.043143,1768.9,4.78,n_22692,n,22692,Level 2,Nyeri,Mathira,Mathira West,Ruguru,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5023,5024,Kamwana Dispensary,-0.413333,37.387702,1761.2,5.4,n_22707,n,22707,Level 2,Kirinyaga,Gichugu,Kirinyaga East,Ngariama,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5024,5025,Lemi Clinic (Migori),-1.199445,34.617075,1488.4,6.433,n_22712,n,22712,Level 2,Migori,,,Bukuria,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5025,5026,Well Living Medical Centre,-1.264222,36.926548,1572.300049,16.846001,n_227690,n,227690,Level 2,Nairobi,Embakasi Central,Embakasi Central,Matopeni/Spring Valley,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5026,5027,Equity Afia Kayole,-1.274491,36.911187,1589.400024,20.587999,n_22784,n,22784,Level 2,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5027,5028,Gertrude's Children Hospital Clinic (Thika Road),-1.219321,36.888024,1647.300049,24.9,n_22785,n,22785,Level 4,Nairobi,Roysambu,Roysambu,Roysambu,Level 4,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5028,5029,Medrise Health Care Clinic (Nakuru),-0.724977,36.430771,1893.6,6.0,n_22793,n,22793,Level 2,Nakuru,,,Lakeview,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5029,5030,South C Dialysis Centre Limited,-1.310593,36.821878,1643.200073,14.672,n_22805,n,22805,Level 2,Nairobi,Langata,Langata,South C,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
5030,5031,Kiboswa medical clinic,-0.024027,34.746556,1524.5,5.4,n_22807,n,22807,Level 2,Vihiga,Hamisi,Hamisi,Tambua,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5031,5032,Health Pact Medical Centre,0.347861,37.582738,1097.200073,23.6,n_22845,n,22845,Level 2,Isiolo,Isiolo North,Isiolo,Wabera,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
5032,5033,Oasis Doctors Plaza Nairobi Green House,-1.300344,36.782002,1757.5,18.443001,n_22851,n,22851,Level 2,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5033,5034,Simit Dispensary,0.386172,35.594363,2217.6,2.66,n_22877,n,22877,Level 2,Elgeyo-Marakwet,Keiyo South,Keiyo South,Soy North,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5034,5035,Shidley Dispensary,0.52833,40.180304,164.371948,9.648,n_22878,n,22878,Level 2,Wajir,Wajir South,Wajir South,Benane,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5035,5036,Masaani Dispensary (Yatta),-1.413528,37.793548,1121.9,4.0,n_22939,n,22939,Level 2,Machakos,Yatta,Yatta,Katangi,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5036,5037,Penda Medical Care (Kahawa West),-1.183073,36.899809,1550.099976,12.344,n_22946,n,22946,Level 2,Nairobi,Roysambu,Roysambu,Kahawa West,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5037,5038,Kiani Kia Etama Dispensary,0.322797,37.969289,1605.5,7.06,n_22954,n,22954,Level 2,Meru,Igembe North,Igembe North,Antuambui,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5038,5039,Ankara Medical Centre,-0.451368,39.64575,121.0,9.4,n_22963,n,22963,Level 2,Garissa,Garissa Township,Garissa,Waberi,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5039,5040,Mount Olive Medical Centre,-0.589913,34.734231,1530.7,2.55,n_22970,n,22970,Level 2,Kisii,Kitutu Chache South,Kitutu Chache South,Bogusero,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
5040,5041,Shirakalu Dispensary,0.32129,34.750107,1571.429443,7.787,n_22973,n,22973,Level 2,Kakamega,Lurambi,Lurambi,Butsotso East,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5041,5042,Mwatete's Medical Clinic Watamu (Kilifi),-3.340797,40.015611,0.6,7.675,n_229740,n,229740,Level 2,Kilifi,,,Watamu,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5042,5043,Upendo Medical Clinic (Kilifi),-3.342372,40.01239,-9.1,7.18,n_229750,n,229750,Level 2,Kilifi,,,Dabaso,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5043,5044,Nyamagongwe Dispensary,-1.149024,34.480266,1443.9,5.516,n_22987,n,22987,Level 2,Migori,Kuria West,Kuria West,Tagare,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5044,5045,Kabongo Community Health Centre,-0.637318,34.380395,1513.3,7.22,n_22988,n,22988,Level 3,Homa Bay,Ndhiwa,Ndhiwa,Kanyamwa Kologi,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
5045,5046,Mombasa Huduma Center VCT Site,-4.061059,39.672297,-6.7,20.0,n_22989,n,22989,Level 2,Mombasa,Mvita,Mvita,Mji Wa Kale/Makadara,Level 2,Government/Public entity,urban,Urban,Medical Center,0,0,0,0,0,0,0
5046,5047,Gikomora Dispensary,-0.809078,37.047592,1617.1,4.68,n_23009,n,23009,Level 2,Murang'a,Maragwa,muranga south,Ichagaki,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5047,5048,Mtopanga Hospital LTD,-4.007087,39.691347,13.7,7.1,n_23043,n,23043,Level 2,Mombasa,Kisauni,Kisauni,Mtopanga,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5048,5049,Majaoni Healthcare Clinic,-3.962742,39.716723,-3.3,20.0,n_23045,n,23045,Level 2,Mombasa,Kisauni,Kisauni,Shanzu,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5049,5050,Jamii Medcare (Nyandarua),-0.160411,36.285298,2780.4,7.65,n_230610,n,230610,Level 2,Nyandarua,,,Charagita,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5050,5051,Sagasagik Dispensary,0.079201,35.861669,1631.5,5.04,n_23074,n,23074,Level 2,Baringo,Mogotio,Mogotio,Mogotio,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5051,5052,Kianganda Dispensary,-0.560579,36.971871,1833.8,2.5,n_23075,n,23075,Level 2,Nyeri,Nyeri South,Nyeri South,Karima,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5052,5053,Dwinsac Clinic,0.476649,35.261239,2112.699951,20.844,n_23077,n,23077,Level 2,Uasin Gishu,Kapseret,Kapseret,Langas,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5053,5054,Naivasha Quality Health Care Services Limited (Karagita),-0.776636,36.4286,1909.900024,4.0,n_23080,n,23080,Level 2,Nakuru,Naivasha,Naivasha,Hellsgate,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
5054,5055,Mucharage Dispensary,-0.576819,36.852757,2188.5,7.9,n_23094,n,23094,Level 2,Nyeri,Nyeri South,Nyeri South,Chinga,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5055,5056,Focus Clinical and Diagnostic Center,-0.681794,37.355687,1138.800049,28.1,n_23104,n,23104,Level 2,Kirinyaga,Mwea,Kirinyaga South,Tebere,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5056,5057,Mucuune Dispensary,0.141962,37.839517,1435.0,4.6,n_23119,n,23119,Level 2,Meru,Tigania West,Tigania West,Akithii,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5057,5058,Bar Ober Medical Services,0.305253,34.287503,1304.5,7.039,n_23160,n,23160,Level 2,Siaya,Ugenya,Ugenya,East Ugenya,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5058,5059,Neema Digital Health Solutions,-1.508632,38.092307,986.6,3.58,n_23162,n,23162,Level 2,Kitui,Kitui East,Kitui East,Chuluni,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5059,5060,St Camillah Clinic,-0.272888,36.37432,2357.599854,4.216,n_23255,n,23255,Level 2,Nyandarua,Ol Kalou,Olkalou,Karau,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5060,5061,Chepsoo Medical Centre Tinderet,0.00419,35.30877,1605.300049,20.0,n_23273,n,23273,Level 2,Nandi,Tinderet,Tinderet,Songhor/Soba,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5061,5062,Polycare Medical Clinic,-1.032914,37.878519,1119.9,5.58,n_23293,n,23293,Level 2,Kitui,Mwingi West,Mwingi West,Nguutani,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5062,5063,MIRAJ MEDICAL CENTRE,3.39686,40.21994,577.700012,14.822,n_23300,n,23300,Level 2,Mandera,Mandera West,Mandera West,Takaba,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
5063,5064,Neo Solution Medical Centre,-1.782745,37.625389,1127.700073,20.528999,n_23344,n,23344,Level 2,Makueni,Makueni,Makueni,Wote,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5064,5065,Kamwaura Dispensary,-0.281359,35.867203,2144.6,8.4,n_23445,n,23445,Level 2,Nakuru,Njoro,Njoro,Njoro,Level 2,Non-Governmental Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
5065,5066,Tiba Bora Medical Centre,-1.038099,37.07892,1489.599976,13.307,n_23451,n,23451,Level 2,Kiambu,Thika Town,Thika Town,Kamenu,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5066,5067,Emdin Medical Clinic,0.216159,35.298788,2172.299805,6.36,n_23471,n,23471,Level 2,Nandi,Nandi Hills,Nandi Hills,Ol'lessos,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5067,5068,Garissa ENT Medical Centre,-0.454427,39.646498,99.7,6.85,n_23489,n,23489,Level 2,Garissa,Garissa Township,Garissa,Iftin,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5068,5069,Lagdima dispensary,1.06214,39.547944,218.0,7.2,n_23532,n,23532,Level 2,Wajir,Wajir West,Wajir West,Ademasajide,Level 2,Government/Public entity,rural,Rural,Nursing Home,0,0,0,0,0,0,0
5069,5070,Ubuntu Afya mazeras,-3.965927,39.546047,201.2,6.4,n_23551,n,23551,Level 3,Kwale,Kinango,Kinango,Kasemeni,Level 3,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
5070,5071,Githunguri Dispensary,-0.681195,37.041377,1566.0,7.95,n_23553,n,23553,Level 2,Murang'a,Kangema,Kangema,Muguru,Level 2,Government/Public entity,urban,Urban,Dispensary,0,0,0,0,0,0,0
5071,5072,Gitugu Dispensary,-0.68245,36.931358,1941.1,2.2,n_23555,n,23555,Level 2,Murang'a,Kangema,Kangema,Kanyenya-ini,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5072,5073,Nagwebonia Highway Medical Clinic,0.461565,34.108044,1212.300049,18.464001,n_23563,n,23563,Level 2,Busia,Matayos,Matayos,Burumba,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5073,5074,labram Medicare,-1.428552,36.966351,1512.400024,7.609,n_23571,n,23571,Level 2,Machakos,Mavoko,Athi River,Athi River,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5074,5075,Garissa GK Prison Medium,-0.487351,39.65876,120.0,1.783,n_23606,n,23606,Level 2,Garissa,Garissa Township,Garissa,Iftin,Level 2,Government/Public entity,urban,Urban,Dispensary,0,0,0,0,0,0,0
5075,5076,St Camillas Medical centre,-3.242303,40.110368,47.1,4.94,n_23671,n,23671,Level 2,Kilifi,Malindi,Malindi,Shella,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5076,5077,Bethany Dispensary,-4.19011,39.563565,91.099998,3.683,n_23695,n,23695,Level 2,Kwale,Matuga,Matuga,Waangombeni,Level 2,Faith Based Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
5077,5078,Elelea Dispensary,2.891224,36.275762,393.1,3.88,n_23699,n,23699,Level 2,Turkana,Turkana Central,Turkana Central,Kerio Delta,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5078,5079,Chemelil Trinity  Medical Centre (Kisumu),-0.089884,35.126169,1235.400024,20.0,n_236990,n,236990,Level 2,Kisumu,,,Chemelil tamu ward,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5079,5080,Narok Medical Clinic,-1.088141,35.876484,1859.5,5.58,n_23703,n,23703,Level 2,Narok,Narok North,Narok North,Narok Town,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5080,5081,Maundo Meri Dispensary,0.327274,36.563364,1803.4,9.1,n_23766,n,23766,Level 3,Laikipia,Laikipia North,Laikipia North,Sosian,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5081,5082,Gitiri Community Dispensary,-0.869142,36.923876,1844.4,2.88,n_23767,n,23767,Level 2,Murang'a,Gatanga,Gatanga,Kariara,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5082,5083,BEST WING MEDICAL AND OPTICAL CENTRE,-0.802814,36.962296,1812.6,4.566,n_23774,n,23774,Level 2,Murang'a,Kigumo,Kigumo,Kigumo,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5083,5084,Amref Medical Centre (Wilson Airport),-1.31758,36.813361,1665.200073,18.794001,n_23815,n,23815,Level 2,Nairobi,Langata,Langata,Nairobi West,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
5084,5085,Highway Diagnostic Clinic,0.610831,34.768491,1532.2,9.15,n_23830,n,23830,Level 2,Bungoma,Webuye East,Webuye East,Maraka,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5085,5086,Milimani Medical Centre,-0.727347,34.360971,1347.7,4.033,n_23842,n,23842,Level 2,Homa Bay,Ndhiwa,Ndhiwa,Kanyamwa Kosewe,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5086,5087,Shekina Glory Community Nursing Home,1.073534,34.991549,1839.8,4.066,n_23865,n,23865,Level 3,Trans Nzoia,Kwanza,Kwanza,Kapomboi,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
5087,5088,Mathareini Dispensary,-0.819347,36.973085,1815.1,2.4,n_23881,n,23881,Level 2,Murang'a,Kigumo,Kigumo,Kigumo,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5088,5089,Kewapsos Dispensary,0.647304,35.52683,2002.1,2.733,n_23882,n,23882,Level 2,Elgeyo-Marakwet,Keiyo North,Keiyo North,Tambach,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5089,5090,Rongo Bahati Medical Centre,-0.755727,34.601929,1484.6,6.32,n_23888,n,23888,Level 2,Migori,Rongo,Rongo,Central Kamagambo,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5090,5091,Eullopath Healthcare Clinic,-1.302263,37.345177,1586.900024,5.84,n_23891,n,23891,Level 2,Machakos,Kangundo,Kangundo,Kangundo Central,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5091,5092,Kabutie Dispensary,0.210941,35.11874,1982.7,2.933,n_23899,n,23899,Level 2,Nandi,Chesumei,Chesumei,Chemundu/Kapng'etunyi,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5092,5093,Bondeni Medical Clinic,-4.291079,39.564153,42.3,4.6,n_23902,n,23902,Level 2,Kwale,Msambweni,Msambweni,Ukunda,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5093,5094,Kimoson Dispensary,-0.369394,35.038722,1691.2,2.6,n_23905,n,23905,Level 2,Kericho,Sigowet/Soin,Sigowet/Soin,Kaplelartet,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5094,5095,Bliss GVS Health Care kimilili,0.783199,34.721905,1677.599976,15.008,n_23916,n,23916,Level 2,Bungoma,Kimilili,Kimilili,Kimilili,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5095,5096,Galole medicare limited,-1.498001,40.0361,36.400002,11.337,n_23946,n,23946,Level 2,Tana River,Galole,Galole,Chewani,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5096,5097,Family Afyapath Medica Centre (Kajiado),-1.687808,36.848515,1710.0,6.12,n_2396118,n,2396118,Level 2,Kajiado,,,Isinya,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5097,5098,Kihara Child and Family Medical Centre,-1.220809,36.778525,1758.300049,20.0,n_2398122,n,2398122,Level 2,Kiambu,Kiambaa,Kiambaa,Kihara,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5098,5099,Pagoals paeds medical clinic,-0.433878,36.966829,1767.099976,6.52,n_23982,n,23982,Level 2,Nyeri,Nyeri Town,Nyeri Central,Ruring'u,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5099,5100,Ikonyero Med Care Health Clinic,0.281224,34.725755,1495.599976,5.216,n_23996,n,23996,Level 2,Kakamega,Lurambi,Lurambi,Sheywe,Level 2,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
5100,5101,Bigson Health Services,-1.455021,36.974628,1570.5,6.923,n_23997,n,23997,Level 2,Machakos,Mavoko,Athi River,Athi River,Level 2,Private,urban,Urban,Dispensary,0,0,0,0,0,0,0
5101,5102,Florenza Medical Clinic Ltd,-0.111796,36.084764,1789.3,5.74,n_24023,n,24023,Level 2,Nakuru,Subukia,Subukia,Kabazi,Level 2,Private,rural,Rural,Dispensary,0,0,0,0,0,0,0
5102,5103,Kapsirowa Dispensary,0.982609,35.268386,1994.2,5.7,n_24025,n,24025,Level 2,Trans Nzoia,Cherangany,Cherangany,Chepsiro/Kiptoror,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5103,5104,Chachabole Dispensary,3.163165,40.621499,543.0,8.0,n_24028,n,24028,Level 2,Mandera,Mandera South,Mandera South,Shimbir Fatuma,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5104,5105,Mzalendo Medical Clinic,-3.239921,40.106721,32.4,3.594,n_2404430,n,2404430,Level 2,Kilifi,Malindi,Malindi,Malindi Town,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5105,5106,Wamunyu Healthcare Services,-1.411155,37.565706,1212.099976,20.0,n_24047,n,24047,Level 2,Machakos,Mwala,Mwala,Wamunyu,Level 2,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
5106,5107,Community Medical clinic,-0.492923,36.942297,1826.099976,9.0,n_24054,n,24054,Level 2,Nyeri,Tetu,Tetu,Wamagana,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5107,5108,Emboasis Dispensary,1.412913,35.127121,1418.5,8.575,n_24097,n,24097,Level 2,West Pokot,Kapenguria,West Pokot,Kapenguria,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5108,5109,Mwembe kati dispensary,-3.775788,39.71174,444.0,5.666,n_24136,n,24136,Level 2,Kilifi,Kilifi South,Kilifi South,Mwarakaya,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5109,5110,AMA Dispensary,2.347112,37.992163,1163.7,13.04,n_24154,n,24154,Level 2,Marsabit,Saku,Saku,Marsabit Central,Level 2,Faith Based Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
5110,5111,The Shepherd Medical Centre,-0.423005,36.954241,1787.0,3.0,n_2419157,n,2419157,Level 2,Nyeri,Nyeri Town,Nyeri Central,Rware,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5111,5112,LVCT Health Manyatta Dice,-0.08667,34.778194,1199.1,6.4,n_2420058,n,2420058,Level 2,Kisumu,Kisumu Central,Kisumu Central,Kondele,Level 2,Non-Governmental Organization,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5112,5113,Kemeloi Medical Services (Nandi County),0.045076,34.915506,1785.8,9.0,n_2422560,n,2422560,Level 2,Nandi,,,Kemeloi maraba ward,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5113,5114,Kaprech Dispensary,1.210505,35.172327,2208.7,7.0,n_24240,n,24240,Level 2,West Pokot,Kapenguria,West Pokot,Siyoi,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5114,5115,Sare family medical centre,-0.914758,34.528763,1406.3,13.64,n_24267,n,24267,Level 2,Migori,Awendo,Awendo,Central Sakwa,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
5115,5116,Mowlem Health Centre,-1.256865,36.906617,1579.377631,10.918,n_24272,n,24272,Level 2,Nairobi,Embakasi West,Embakasi West,Mowlem,Level 2,Government/Public entity,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
5116,5117,kamunyaka dispensary,-0.896246,36.780633,2129.2,3.98,n_24295,n,24295,Level 2,Kiambu,Gatundu North,Gatundu North,Githobokoni,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
5117,5118,Annointed Hands Clinic,0.253252,34.688359,1466.4,3.966,n_24301,n,24301,Level 2,Kakamega,Ikolomani,Ikolomani,Idakho North,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
5118,5119,Westland Koyonzo Medicare (Kakamega),0.423725,34.423883,1296.2,3.0,n_24304,n,24304,Level 2,Kakamega,,,Koyonzo,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
